,number,value,datetime_start,datetime_complete,duration,params_alpha,params_topK,state
181,181,0.03148297478284548,2023-12-18 19:44:25.041265,2023-12-18 19:44:37.684821,0 days 00:00:12.643556,0.4167950459589008,566,COMPLETE
182,182,0.0314975137125398,2023-12-18 19:44:37.685828,2023-12-18 19:44:50.208156,0 days 00:00:12.522328,0.42736185042809305,554,COMPLETE
183,183,0.03147844743052019,2023-12-18 19:44:50.209177,2023-12-18 19:45:03.053149,0 days 00:00:12.843972,0.43907672463857805,573,COMPLETE
184,184,0.031481962553853965,2023-12-18 19:45:03.055390,2023-12-18 19:45:16.326270,0 days 00:00:13.270880,0.4106693096804961,545,COMPLETE
185,185,0.031473821227707435,2023-12-18 19:45:16.327830,2023-12-18 19:45:28.865617,0 days 00:00:12.537787,0.4295944805644415,563,COMPLETE
186,186,0.031493539922944305,2023-12-18 19:45:28.866610,2023-12-18 19:45:41.510653,0 days 00:00:12.644043,0.4190892339414291,587,COMPLETE
187,187,0.03148602728589797,2023-12-18 19:45:41.511797,2023-12-18 19:45:54.484082,0 days 00:00:12.972285,0.4416046197089875,576,COMPLETE
188,188,0.03145781931079881,2023-12-18 19:45:54.485388,2023-12-18 19:46:08.232890,0 days 00:00:13.747502,0.4065539040762475,537,COMPLETE
189,189,0.031416499807044085,2023-12-18 19:46:08.234574,2023-12-18 19:46:23.477157,0 days 00:00:15.242583,0.39497575449047223,555,COMPLETE
190,190,0.031470503805348576,2023-12-18 19:46:23.478468,2023-12-18 19:46:36.809411,0 days 00:00:13.330943,0.4334512606388541,569,COMPLETE
191,191,0.031493010084331564,2023-12-18 19:46:36.810728,2023-12-18 19:46:49.467208,0 days 00:00:12.656480,0.42024414170509095,582,COMPLETE
192,192,0.03148962148962172,2023-12-18 19:46:49.468368,2023-12-18 19:47:02.040761,0 days 00:00:12.572393,0.4235330334566169,591,COMPLETE
193,193,0.03149862479201881,2023-12-18 19:47:02.041980,2023-12-18 19:47:15.552166,0 days 00:00:13.510186,0.4245209007566227,581,COMPLETE
194,194,0.031473508860167095,2023-12-18 19:47:15.553463,2023-12-18 19:47:28.722339,0 days 00:00:13.168876,0.4309459868437907,563,COMPLETE
195,195,0.03147798481023893,2023-12-18 19:47:28.723415,2023-12-18 19:47:41.277526,0 days 00:00:12.554111,0.41376482843960805,551,COMPLETE
196,196,0.031475300030999735,2023-12-18 19:47:41.278970,2023-12-18 19:47:53.838043,0 days 00:00:12.559073,0.43887627598440465,572,COMPLETE
197,197,0.03151154652773843,2023-12-18 19:47:53.839197,2023-12-18 19:48:07.008700,0 days 00:00:13.169503,0.4265331358210819,559,COMPLETE
198,198,0.031478115292882365,2023-12-18 19:48:07.010696,2023-12-18 19:48:16.735712,0 days 00:00:09.725016,0.4459083836245518,547,COMPLETE
199,199,0.031488324571226356,2023-12-18 19:48:16.736732,2023-12-18 19:48:25.024352,0 days 00:00:08.287620,0.41468970630812935,557,COMPLETE
200,200,0.031473698653103004,2023-12-18 19:48:25.025335,2023-12-18 19:48:33.267025,0 days 00:00:08.241690,0.43123074446700443,564,COMPLETE
201,201,0.03150162193879833,2023-12-18 19:48:33.268014,2023-12-18 19:48:41.492307,0 days 00:00:08.224293,0.4241479302714391,577,COMPLETE
202,202,0.031478961453054975,2023-12-18 19:48:41.493246,2023-12-18 19:48:49.793107,0 days 00:00:08.299861,0.41983903549423196,684,COMPLETE
203,203,0.03146569176361945,2023-12-18 19:48:49.794045,2023-12-18 19:48:57.978124,0 days 00:00:08.184079,0.43535825080817697,569,COMPLETE
204,204,0.03146267089272293,2023-12-18 19:48:57.979067,2023-12-18 19:49:06.304652,0 days 00:00:08.325585,0.4071391616196243,559,COMPLETE
205,205,0.031517319396205605,2023-12-18 19:49:06.305589,2023-12-18 19:49:14.446345,0 days 00:00:08.140756,0.42606223669612103,542,COMPLETE
206,206,0.0314688391631399,2023-12-18 19:49:14.447283,2023-12-18 19:49:22.663318,0 days 00:00:08.216035,0.45202267975334226,539,COMPLETE
207,207,0.031474983709439866,2023-12-18 19:49:22.664265,2023-12-18 19:49:30.820247,0 days 00:00:08.155982,0.4307398178572822,546,COMPLETE
208,208,0.031486082642170954,2023-12-18 19:49:30.821202,2023-12-18 19:49:40.822821,0 days 00:00:10.001619,0.41473115592069915,552,COMPLETE
209,209,0.03149095399419255,2023-12-18 19:49:40.823822,2023-12-18 19:49:50.144867,0 days 00:00:09.321045,0.42654418538560923,520,COMPLETE
210,210,0.031432023287593466,2023-12-18 19:49:50.145997,2023-12-18 19:50:00.329963,0 days 00:00:10.183966,0.40202712749412056,530,COMPLETE
211,211,0.03149072861508117,2023-12-18 19:50:00.331458,2023-12-18 19:50:09.698464,0 days 00:00:09.367006,0.42342799956909244,562,COMPLETE
212,212,0.03146779530199241,2023-12-18 19:50:09.699352,2023-12-18 19:50:18.455972,0 days 00:00:08.756620,0.43588073758643614,570,COMPLETE
213,213,0.031486304067262855,2023-12-18 19:50:18.456988,2023-12-18 19:50:27.140961,0 days 00:00:08.683973,0.41798879389726395,579,COMPLETE
214,214,0.03151640601770155,2023-12-18 19:50:27.141937,2023-12-18 19:50:36.029814,0 days 00:00:08.887877,0.425991189652873,543,COMPLETE
215,215,0.03148763261781417,2023-12-18 19:50:36.030779,2023-12-18 19:50:45.604682,0 days 00:00:09.573903,0.4404782473725829,542,COMPLETE
216,216,0.03147399915858484,2023-12-18 19:50:45.605729,2023-12-18 19:50:55.045111,0 days 00:00:09.439382,0.42927844245650315,551,COMPLETE
217,217,0.0314684674853071,2023-12-18 19:50:55.046114,2023-12-18 19:51:04.502828,0 days 00:00:09.456714,0.41209380264246975,535,COMPLETE
218,218,0.03151254294065194,2023-12-18 19:51:04.504024,2023-12-18 19:51:13.223852,0 days 00:00:08.719828,0.4264834325038023,557,COMPLETE
219,219,0.03137207639798344,2023-12-18 19:51:13.224920,2023-12-18 19:51:21.951289,0 days 00:00:08.726369,0.27183727238910044,542,COMPLETE
220,220,0.03149470635869621,2023-12-18 19:51:21.952456,2023-12-18 19:51:30.705685,0 days 00:00:08.753229,0.44236451050867126,557,COMPLETE
221,221,0.03150499076341066,2023-12-18 19:51:30.706761,2023-12-18 19:51:39.544894,0 days 00:00:08.838133,0.4257284266841905,549,COMPLETE
222,222,0.03150094975548364,2023-12-18 19:51:39.545926,2023-12-18 19:51:48.295146,0 days 00:00:08.749220,0.42498921650092564,548,COMPLETE
223,223,0.031479155200010316,2023-12-18 19:51:48.296122,2023-12-18 19:51:57.034862,0 days 00:00:08.738740,0.43302485577171973,556,COMPLETE
224,224,0.03130345043557506,2023-12-18 19:51:57.035911,2023-12-18 19:52:05.789420,0 days 00:00:08.753509,0.552536575214119,550,COMPLETE
225,225,0.03149418838214196,2023-12-18 19:52:05.790398,2023-12-18 19:52:14.530771,0 days 00:00:08.740373,0.4207647779070583,563,COMPLETE
226,226,0.031467613417095495,2023-12-18 19:52:14.531770,2023-12-18 19:52:23.486624,0 days 00:00:08.954854,0.4332661744378628,536,COMPLETE
227,227,0.03148693275636303,2023-12-18 19:52:23.487702,2023-12-18 19:52:32.248161,0 days 00:00:08.760459,0.4123999566421126,544,COMPLETE
228,228,0.03150930459868304,2023-12-18 19:52:32.249145,2023-12-18 19:52:41.000229,0 days 00:00:08.751084,0.4259631802723673,558,COMPLETE
229,229,0.03148895721434604,2023-12-18 19:52:41.001447,2023-12-18 19:52:49.751147,0 days 00:00:08.749700,0.44495675919459543,560,COMPLETE
230,230,0.0315126378371199,2023-12-18 19:52:49.752290,2023-12-18 19:52:58.607614,0 days 00:00:08.855324,0.42786637999891713,569,COMPLETE
231,231,0.03151149907950446,2023-12-18 19:52:58.608655,2023-12-18 19:53:07.392141,0 days 00:00:08.783486,0.4279240474935768,567,COMPLETE
232,232,0.03146836468080014,2023-12-18 19:53:07.393146,2023-12-18 19:53:16.181995,0 days 00:00:08.788849,0.4345639214860359,567,COMPLETE
233,233,0.031507972094112185,2023-12-18 19:53:16.182976,2023-12-18 19:53:24.911306,0 days 00:00:08.728330,0.42690589634387854,557,COMPLETE
234,234,0.03149512548476302,2023-12-18 19:53:24.912327,2023-12-18 19:53:33.637933,0 days 00:00:08.725606,0.4194338488815161,566,COMPLETE
235,235,0.03150440556852492,2023-12-18 19:53:33.638948,2023-12-18 19:53:42.459876,0 days 00:00:08.820928,0.4276014994995484,554,COMPLETE
236,236,0.03147257571156555,2023-12-18 19:53:42.460854,2023-12-18 19:53:51.188845,0 days 00:00:08.727991,0.4389862327720576,552,COMPLETE
237,237,0.031487624709775154,2023-12-18 19:53:51.189871,2023-12-18 19:53:59.996219,0 days 00:00:08.806348,0.42915248982098647,544,COMPLETE
238,238,0.03140145080883451,2023-12-18 19:53:59.997182,2023-12-18 19:54:08.708077,0 days 00:00:08.710895,0.3373653375248081,560,COMPLETE
239,239,0.0314876128477167,2023-12-18 19:54:08.709095,2023-12-18 19:54:17.754913,0 days 00:00:09.045818,0.4189601078429125,554,COMPLETE
240,240,0.03150034083648093,2023-12-18 19:54:17.756246,2023-12-18 19:54:27.150873,0 days 00:00:09.394627,0.42785042019866976,530,COMPLETE
241,241,0.031521190381294216,2023-12-18 19:54:27.151917,2023-12-18 19:54:35.949015,0 days 00:00:08.797098,0.42640551543098487,567,COMPLETE
242,242,0.031467676681407465,2023-12-18 19:54:35.950084,2023-12-18 19:54:44.766372,0 days 00:00:08.816288,0.43640850494006805,563,COMPLETE
243,243,0.03149892134348113,2023-12-18 19:54:44.767756,2023-12-18 19:54:53.907938,0 days 00:00:09.140182,0.4285090683297293,568,COMPLETE
244,244,0.03148268218540262,2023-12-18 19:54:53.909168,2023-12-18 19:55:03.597788,0 days 00:00:09.688620,0.4135106759402184,557,COMPLETE
245,245,0.031478538372968635,2023-12-18 19:55:03.598878,2023-12-18 19:55:13.942638,0 days 00:00:10.343760,0.42192353480966643,451,COMPLETE
246,246,0.03115526169282676,2023-12-18 19:55:13.943652,2023-12-18 19:55:23.724106,0 days 00:00:09.780454,0.2214519848024361,551,COMPLETE
247,247,0.03123371734770718,2023-12-18 19:55:23.725567,2023-12-18 19:55:33.528053,0 days 00:00:09.802486,0.5921393187501303,572,COMPLETE
248,248,0.03148093846280395,2023-12-18 19:55:33.529043,2023-12-18 19:55:44.265564,0 days 00:00:10.736521,0.4386280401163214,544,COMPLETE
249,249,0.03147673929409699,2023-12-18 19:55:44.266644,2023-12-18 19:55:53.198979,0 days 00:00:08.932335,0.42927044179558477,562,COMPLETE
