,Fold,MAP,topK,l1_ratio,alpha,epochs
160,0,0.02551495598239301,358,0.002731967780462511,0.5017213114223656,-1.0
161,1,0.02582269759543798,358,0.002731967780462511,0.5017213114223656,-1.0
162,2,0.026048996997982528,358,0.002731967780462511,0.5017213114223656,-1.0
163,3,0.025965512210246112,358,0.002731967780462511,0.5017213114223656,-1.0
164,4,0.02524537018091878,358,0.002731967780462511,0.5017213114223656,-1.0
165,5,0.026156659239190538,358,0.002731967780462511,0.5017213114223656,-1.0
166,6,0.025542202932572734,358,0.002731967780462511,0.5017213114223656,-1.0
167,7,0.025503956850939702,358,0.002731967780462511,0.5017213114223656,-1.0
168,0,0.027910008700449927,778,2.7420822149336808e-05,0.4762675825441715,-1.0
169,1,0.028288274278692113,778,2.7420822149336808e-05,0.4762675825441715,-1.0
170,2,0.02836618309268593,778,2.7420822149336808e-05,0.4762675825441715,-1.0
171,3,0.02849278160772814,778,2.7420822149336808e-05,0.4762675825441715,-1.0
172,4,0.027497946344265615,778,2.7420822149336808e-05,0.4762675825441715,-1.0
173,5,0.02823805817635051,778,2.7420822149336808e-05,0.4762675825441715,-1.0
174,6,0.027896328749008825,778,2.7420822149336808e-05,0.4762675825441715,-1.0
175,7,0.027804586298120916,778,2.7420822149336808e-05,0.4762675825441715,-1.0
176,0,0.03432751509694822,84,0.00032929602826933774,0.2839417013292552,-1.0
177,1,0.03445572718026995,84,0.00032929602826933774,0.2839417013292552,-1.0
178,2,0.03458352323829019,84,0.00032929602826933774,0.2839417013292552,-1.0
179,3,0.0345181063935855,84,0.00032929602826933774,0.2839417013292552,-1.0
180,4,0.03459008728415815,84,0.00032929602826933774,0.2839417013292552,-1.0
181,5,0.03427653583114397,84,0.00032929602826933774,0.2839417013292552,-1.0
182,6,0.03379687635061713,84,0.00032929602826933774,0.2839417013292552,-1.0
183,7,0.03355944018731413,84,0.00032929602826933774,0.2839417013292552,-1.0
184,0,0.02923263244691834,309,0.0009155471608133727,0.37832669605849706,-1.0
185,1,0.02945121711283057,309,0.0009155471608133727,0.37832669605849706,-1.0
186,2,0.02965352980140525,309,0.0009155471608133727,0.37832669605849706,-1.0
187,3,0.029603790130887354,309,0.0009155471608133727,0.37832669605849706,-1.0
188,4,0.028996304177484583,309,0.0009155471608133727,0.37832669605849706,-1.0
189,5,0.029593130113953668,309,0.0009155471608133727,0.37832669605849706,-1.0
190,6,0.029087874059212742,309,0.0009155471608133727,0.37832669605849706,-1.0
191,7,0.02881895411421301,309,0.0009155471608133727,0.37832669605849706,-1.0
192,0,0.028243282161349508,187,2.312682495982054e-05,0.7788123927898477,-1.0
193,1,0.028557701621202927,187,2.312682495982054e-05,0.7788123927898477,-1.0
194,2,0.028749115042903516,187,2.312682495982054e-05,0.7788123927898477,-1.0
195,3,0.028754844431070216,187,2.312682495982054e-05,0.7788123927898477,-1.0
196,4,0.028129805440748015,187,2.312682495982054e-05,0.7788123927898477,-1.0
197,5,0.02872292034447775,187,2.312682495982054e-05,0.7788123927898477,-1.0
198,6,0.028221955321410915,187,2.312682495982054e-05,0.7788123927898477,-1.0
199,7,0.027862042358450537,187,2.312682495982054e-05,0.7788123927898477,-1.0
200,0,0.023475511416687928,473,0.005321452999516514,0.7050267293888609,-1.0
201,1,0.02355209052219925,473,0.005321452999516514,0.7050267293888609,-1.0
202,2,0.023754067764165474,473,0.005321452999516514,0.7050267293888609,-1.0
203,3,0.023699245560601368,473,0.005321452999516514,0.7050267293888609,-1.0
204,4,0.022846783641684826,473,0.005321452999516514,0.7050267293888609,-1.0
205,5,0.023753023557655264,473,0.005321452999516514,0.7050267293888609,-1.0
206,6,0.023315700440234694,473,0.005321452999516514,0.7050267293888609,-1.0
207,7,0.02345412941677308,473,0.005321452999516514,0.7050267293888609,-1.0
208,0,0.0020270153515951875,58,0.02647586669973993,0.9422095798508223,-1.0
209,1,4.298563437579456e-05,58,0.02647586669973993,0.9422095798508223,-1.0
210,2,0.0014746537652835473,58,0.02647586669973993,0.9422095798508223,-1.0
211,3,5.9109658161745494e-05,58,0.02647586669973993,0.9422095798508223,-1.0
212,4,0.000927051268643934,58,0.02647586669973993,0.9422095798508223,-1.0
213,5,5.1871315570924845e-05,58,0.02647586669973993,0.9422095798508223,-1.0
214,6,0.0013697395139068938,58,0.02647586669973993,0.9422095798508223,-1.0
215,7,0.0026416750288876857,58,0.02647586669973993,0.9422095798508223,-1.0
216,0,4.636324226660361e-05,111,0.374914057772004,0.187748856344615,-1.0
217,1,4.298563437579456e-05,111,0.374914057772004,0.187748856344615,-1.0
218,2,2.9575797904664673e-05,111,0.374914057772004,0.187748856344615,-1.0
219,3,5.9109658161745494e-05,111,0.374914057772004,0.187748856344615,-1.0
220,4,2.8004740837739975e-05,111,0.374914057772004,0.187748856344615,-1.0
221,5,5.1871315570924845e-05,111,0.374914057772004,0.187748856344615,-1.0
222,6,3.315787637942984e-05,111,0.374914057772004,0.187748856344615,-1.0
223,7,5.223727422003285e-05,111,0.374914057772004,0.187748856344615,-1.0
224,0,4.636324226660361e-05,92,0.4731474344739854,0.43511283508815957,-1.0
225,1,4.298563437579456e-05,92,0.4731474344739854,0.43511283508815957,-1.0
226,2,2.9575797904664673e-05,92,0.4731474344739854,0.43511283508815957,-1.0
227,3,5.9109658161745494e-05,92,0.4731474344739854,0.43511283508815957,-1.0
228,4,2.8004740837739975e-05,92,0.4731474344739854,0.43511283508815957,-1.0
229,5,5.1871315570924845e-05,92,0.4731474344739854,0.43511283508815957,-1.0
230,6,3.315787637942984e-05,92,0.4731474344739854,0.43511283508815957,-1.0
231,7,5.223727422003285e-05,92,0.4731474344739854,0.43511283508815957,-1.0
232,0,0.024493952884184038,236,0.006474207336270431,0.5007129003341452,-1.0
233,1,0.024526651017640816,236,0.006474207336270431,0.5007129003341452,-1.0
234,2,0.02481255621186712,236,0.006474207336270431,0.5007129003341452,-1.0
235,3,0.02462953210774924,236,0.006474207336270431,0.5007129003341452,-1.0
236,4,0.023980538012334095,236,0.006474207336270431,0.5007129003341452,-1.0
237,5,0.024819074394267455,236,0.006474207336270431,0.5007129003341452,-1.0
238,6,0.02432065402830664,236,0.006474207336270431,0.5007129003341452,-1.0
239,7,0.02445721963753572,236,0.006474207336270431,0.5007129003341452,-1.0
240,0,0.023065623976863497,984,0.004700296036618491,0.8381108151236127,-1.0
241,1,0.02315988491760808,984,0.004700296036618491,0.8381108151236127,-1.0
242,2,0.023446854718150754,984,0.004700296036618491,0.8381108151236127,-1.0
243,3,0.023355321351060544,984,0.004700296036618491,0.8381108151236127,-1.0
244,4,0.022419566413407737,984,0.004700296036618491,0.8381108151236127,-1.0
245,5,0.023336279363869256,984,0.004700296036618491,0.8381108151236127,-1.0
246,6,0.022926112453197547,984,0.004700296036618491,0.8381108151236127,-1.0
247,7,0.023054217600194608,984,0.004700296036618491,0.8381108151236127,-1.0
248,0,0.039682706415900076,853,5.768537800378502e-05,0.060738281713898105,-1.0
249,1,0.03905176210453727,853,5.768537800378502e-05,0.060738281713898105,-1.0
250,2,0.039648694821216454,853,5.768537800378502e-05,0.060738281713898105,-1.0
251,3,0.0393339306231882,853,5.768537800378502e-05,0.060738281713898105,-1.0
252,4,0.0396698047435663,853,5.768537800378502e-05,0.060738281713898105,-1.0
253,5,0.03929593273822799,853,5.768537800378502e-05,0.060738281713898105,-1.0
254,6,0.03899997118684469,853,5.768537800378502e-05,0.060738281713898105,-1.0
255,7,0.03856284969287898,853,5.768537800378502e-05,0.060738281713898105,-1.0
256,0,0.021782523615506737,459,0.009169831078108337,0.7562048950670699,-1.0
257,1,0.02166438893126538,459,0.009169831078108337,0.7562048950670699,-1.0
258,2,0.022179641732905497,459,0.009169831078108337,0.7562048950670699,-1.0
259,3,0.022077839178566875,459,0.009169831078108337,0.7562048950670699,-1.0
260,4,0.021236365165755087,459,0.009169831078108337,0.7562048950670699,-1.0
261,5,0.022005165197055067,459,0.009169831078108337,0.7562048950670699,-1.0
262,6,0.021502469590746996,459,0.009169831078108337,0.7562048950670699,-1.0
263,7,0.02151407133734721,459,0.009169831078108337,0.7562048950670699,-1.0
264,0,0.025022217220221483,958,0.00022620208749653012,0.7612867320917257,-1.0
265,1,0.025155256801423897,958,0.00022620208749653012,0.7612867320917257,-1.0
266,2,0.025689768984418715,958,0.00022620208749653012,0.7612867320917257,-1.0
267,3,0.025584166195522045,958,0.00022620208749653012,0.7612867320917257,-1.0
268,4,0.024491034390776597,958,0.00022620208749653012,0.7612867320917257,-1.0
269,5,0.02533046974627081,958,0.00022620208749653012,0.7612867320917257,-1.0
270,6,0.025125879369932127,958,0.00022620208749653012,0.7612867320917257,-1.0
271,7,0.02499408943015277,958,0.00022620208749653012,0.7612867320917257,-1.0
272,0,0.028681332381437562,193,3.638908965359443e-05,0.6850309648783294,-1.0
273,1,0.028890141264998434,193,3.638908965359443e-05,0.6850309648783294,-1.0
274,2,0.029088991741413512,193,3.638908965359443e-05,0.6850309648783294,-1.0
275,3,0.029147847476792527,193,3.638908965359443e-05,0.6850309648783294,-1.0
276,4,0.028532488682159473,193,3.638908965359443e-05,0.6850309648783294,-1.0
277,5,0.029071349909766182,193,3.638908965359443e-05,0.6850309648783294,-1.0
278,6,0.028609507431519677,193,3.638908965359443e-05,0.6850309648783294,-1.0
279,7,0.02836806315757487,193,3.638908965359443e-05,0.6850309648783294,-1.0
280,0,0.035651650811840255,159,0.0004974600716278389,0.16492953732545224,-1.0
281,1,0.0355058426561576,159,0.0004974600716278389,0.16492953732545224,-1.0
282,2,0.0360383243394351,159,0.0004974600716278389,0.16492953732545224,-1.0
283,3,0.03594240332415397,159,0.0004974600716278389,0.16492953732545224,-1.0
284,4,0.03586197463166854,159,0.0004974600716278389,0.16492953732545224,-1.0
285,5,0.03565048278595453,159,0.0004974600716278389,0.16492953732545224,-1.0
286,6,0.03517373195576159,159,0.0004974600716278389,0.16492953732545224,-1.0
287,7,0.03497876756066448,159,0.0004974600716278389,0.16492953732545224,-1.0
288,0,0.02372475505353662,916,0.0012853821035051034,0.8345977547702171,-1.0
289,1,0.023950459633383065,916,0.0012853821035051034,0.8345977547702171,-1.0
290,2,0.02434717892389216,916,0.0012853821035051034,0.8345977547702171,-1.0
291,3,0.024319522715252315,916,0.0012853821035051034,0.8345977547702171,-1.0
292,4,0.023275978745042076,916,0.0012853821035051034,0.8345977547702171,-1.0
293,5,0.02426030429961629,916,0.0012853821035051034,0.8345977547702171,-1.0
294,6,0.023746752833167323,916,0.0012853821035051034,0.8345977547702171,-1.0
295,7,0.02381132168704015,916,0.0012853821035051034,0.8345977547702171,-1.0
296,0,0.04169976702802378,173,0.00025559529401592864,0.04876930127804555,-1.0
297,1,0.04117690058479587,173,0.00025559529401592864,0.04876930127804555,-1.0
298,2,0.04144611484844118,173,0.00025559529401592864,0.04876930127804555,-1.0
299,3,0.04116581708644192,173,0.00025559529401592864,0.04876930127804555,-1.0
300,4,0.04157332005656306,173,0.00025559529401592864,0.04876930127804555,-1.0
301,5,0.04084211469778087,173,0.00025559529401592864,0.04876930127804555,-1.0
302,6,0.040980773284442454,173,0.00025559529401592864,0.04876930127804555,-1.0
303,7,0.04077383232986729,173,0.00025559529401592864,0.04876930127804555,-1.0
304,0,0.036925126111050886,961,0.00019745605763410294,0.1034060215348916,-1.0
305,1,0.03630668231569303,961,0.00019745605763410294,0.1034060215348916,-1.0
306,2,0.036707841859306735,961,0.00019745605763410294,0.1034060215348916,-1.0
307,3,0.036716334433684605,961,0.00019745605763410294,0.1034060215348916,-1.0
308,4,0.0366766659240167,961,0.00019745605763410294,0.1034060215348916,-1.0
309,5,0.03649453377081363,961,0.00019745605763410294,0.1034060215348916,-1.0
310,6,0.03588520838735857,961,0.00019745605763410294,0.1034060215348916,-1.0
311,7,0.03575184348963123,961,0.00019745605763410294,0.1034060215348916,-1.0
312,0,0.03005663629088023,151,6.100917903609146e-05,0.5813989940284326,-1.0
313,1,0.030279847414430038,151,6.100917903609146e-05,0.5813989940284326,-1.0
314,2,0.03042388305500895,151,6.100917903609146e-05,0.5813989940284326,-1.0
315,3,0.03037338974910817,151,6.100917903609146e-05,0.5813989940284326,-1.0
316,4,0.029965841870024296,151,6.100917903609146e-05,0.5813989940284326,-1.0
317,5,0.0302548675685532,151,6.100917903609146e-05,0.5813989940284326,-1.0
318,6,0.02982717793336907,151,6.100917903609146e-05,0.5813989940284326,-1.0
319,7,0.029594261235784514,151,6.100917903609146e-05,0.5813989940284326,-1.0
320,0,0.03106699876920482,647,0.0004160707373654804,0.2761792561326719,-1.0
321,1,0.030998510769678016,647,0.0004160707373654804,0.2761792561326719,-1.0
322,2,0.031147979259340458,647,0.0004160707373654804,0.2761792561326719,-1.0
323,3,0.031138395706808614,647,0.0004160707373654804,0.2761792561326719,-1.0
324,4,0.030647428231931517,647,0.0004160707373654804,0.2761792561326719,-1.0
325,5,0.030955489600777205,647,0.0004160707373654804,0.2761792561326719,-1.0
326,6,0.030457029727594682,647,0.0004160707373654804,0.2761792561326719,-1.0
327,7,0.030441270601472014,647,0.0004160707373654804,0.2761792561326719,-1.0
328,0,4.636324226660361e-05,537,0.07422338022812888,0.8681299130400071,-1.0
329,1,4.298563437579456e-05,537,0.07422338022812888,0.8681299130400071,-1.0
330,2,2.9575797904664673e-05,537,0.07422338022812888,0.8681299130400071,-1.0
331,3,5.9109658161745494e-05,537,0.07422338022812888,0.8681299130400071,-1.0
332,4,2.8004740837739975e-05,537,0.07422338022812888,0.8681299130400071,-1.0
333,5,5.1871315570924845e-05,537,0.07422338022812888,0.8681299130400071,-1.0
334,6,3.315787637942984e-05,537,0.07422338022812888,0.8681299130400071,-1.0
335,7,5.223727422003285e-05,537,0.07422338022812888,0.8681299130400071,-1.0
336,0,0.0243872018504372,66,0.0036715065001949473,0.7817258324907856,-1.0
337,1,0.02469280840991372,66,0.0036715065001949473,0.7817258324907856,-1.0
338,2,0.02479829814774304,66,0.0036715065001949473,0.7817258324907856,-1.0
339,3,0.024816150991227626,66,0.0036715065001949473,0.7817258324907856,-1.0
340,4,0.02421539362745323,66,0.0036715065001949473,0.7817258324907856,-1.0
341,5,0.02488605782539845,66,0.0036715065001949473,0.7817258324907856,-1.0
342,6,0.024408860197051737,66,0.0036715065001949473,0.7817258324907856,-1.0
343,7,0.024549941464453003,66,0.0036715065001949473,0.7817258324907856,-1.0
344,0,0.03588746862381358,242,0.0003440987276854124,0.14716721290046836,-1.0
345,1,0.03548915692007835,242,0.0003440987276854124,0.14716721290046836,-1.0
346,2,0.03605054282432772,242,0.0003440987276854124,0.14716721290046836,-1.0
347,3,0.035893176305375106,242,0.0003440987276854124,0.14716721290046836,-1.0
348,4,0.036071371735938176,242,0.0003440987276854124,0.14716721290046836,-1.0
349,5,0.03567054150991107,242,0.0003440987276854124,0.14716721290046836,-1.0
350,6,0.035276056570840666,242,0.0003440987276854124,0.14716721290046836,-1.0
351,7,0.03519753846621696,242,0.0003440987276854124,0.14716721290046836,-1.0
352,0,0.014068210617580281,575,0.028076288500756413,0.5257443938264887,-1.0
353,1,0.014462768485222646,575,0.028076288500756413,0.5257443938264887,-1.0
